,q0001,q0002,q0009,q0025,q0026,q0028,q0029,q0030,auto_Unnamed: 0,auto_StartDate,auto_EndDate,auto_q0001,auto_q0002,q0004_0001,q0004_0002,q0004_0003,q0004_0004,q0004_0005,q0004_0006,auto_q0005,q0007_0001,q0007_0002,q0007_0003,q0007_0004,q0007_0005,q0007_0006,q0007_0007,q0007_0008,q0007_0009,q0007_0010,q0007_0011,q0008_0001,q0008_0002,q0008_0003,q0008_0004,q0008_0005,q0008_0006,q0008_0007,q0008_0008,q0008_0009,q0008_0010,q0008_0011,q0008_0012,auto_q0009,q0010_0001,q0010_0002,q0010_0003,q0010_0004,q0010_0005,q0010_0006,q0010_0007,q0010_0008,q0011_0001,q0011_0002,q0011_0003,q0011_0004,q0011_0005,q0012_0001,q0012_0002,q0012_0003,q0012_0004,q0012_0005,q0012_0006,q0012_0007,auto_q0013,auto_q0014,auto_q0015,auto_q0017,auto_q0018,q0019_0001,q0019_0002,q0019_0003,q0019_0004,q0019_0005,q0019_0006,q0019_0007,q0020_0001,q0020_0002,q0020_0003,q0020_0004,q0020_0005,q0020_0006,q0021_0001,q0021_0002,q0021_0003,q0021_0004,auto_q0022,auto_q0024,q0025_0001,q0025_0002,q0025_0003,auto_q0026,auto_q0028,auto_q0029,auto_q0030,auto_q0034,auto_q0035,auto_q0036,auto_race2,auto_racethn4,auto_educ3,auto_educ4,auto_age3,auto_kids,auto_orientation,auto_weight
1218,not_very_masculine,somewhat_important,employed,False,not_straight,not_white,high_school,southeast,1218,1061,1054,3,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,3,8,3,4,1,0,3,2,3,0,0,0,458
1219,somewhat_masculine,somewhat_important,employed,True,straight,not_white,high_school,southwest,1219,1062,1055,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,2,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,2,0,1,0,1,0,1,14,5,8,1,0,0,1,1,0,1,1,459
1220,somewhat_masculine,somewhat_important,not_employed,True,straight,white,high_school,southeast,1220,1063,1056,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,1,1,1,8,0,4,0,1,1,1,1,0,1,1,90
1221,somewhat_masculine,very_important,not_employed,False,bisexual,white,college_graduate,northeast,1221,1064,1057,0,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,170
1222,very_masculine,not_at_all_important,employed,False,straight,white,graduate,southeast,1222,1065,1058,1,3,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,4,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,1,1,2,28,9,4,4,1,1,0,2,0,0,1,219
1223,very_masculine,very_important,employed,True,straight,white,graduate,southeast,1223,1066,1059,1,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,1,1,2,29,2,4,1,1,1,0,2,0,1,1,460
1224,very_masculine,very_important,employed,True,straight,white,high_school,southeast,1224,1067,1060,1,2,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,1,1,5,8,3,4,4,1,1,1,1,0,1,1,156
1225,somewhat_masculine,very_important,employed,True,straight,not_white,graduate,northeast,1225,1068,1061,0,2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,3,0,1,2,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,1,2,2,37,9,3,4,0,2,0,2,0,1,1,461
1226,very_masculine,very_important,not_employed,True,straight,white,high_school,midwest,1226,1069,1062,1,2,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,4,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,1,3,34,3,1,0,1,1,2,3,0,1,1,371
1227,somewhat_masculine,not_too_important,not_employed,True,straight,white,high_school,southeast,1227,1070,1063,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,1,1,8,6,4,3,1,1,1,1,0,1,1,156
1228,very_masculine,somewhat_important,employed,True,straight,white,graduate,southwest,1228,1071,1064,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,2,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2,0,1,0,1,1,2,14,9,8,1,1,1,0,2,0,1,1,128
1230,very_masculine,not_too_important,employed,True,straight,white,college_graduate,midwest,1230,1073,1066,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,1,1,0,23,5,2,1,1,1,0,0,0,1,1,346
1231,very_masculine,not_too_important,employed,False,straight,white,graduate,southeast,1231,1074,1067,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,3,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,2,3,0,0,1,1,1,2,32,3,4,0,1,1,0,2,0,0,1,297
1232,very_masculine,not_at_all_important,employed,False,straight,white,graduate,midwest,1232,1075,1068,1,3,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,4,2,0,3,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,2,0,0,1,1,1,2,44,9,1,4,1,1,0,2,0,0,1,320
1233,somewhat_masculine,somewhat_important,not_employed,True,straight,white,high_school,southeast,1233,1076,1069,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,3,1,1,0,1,1,3,32,7,4,4,1,1,2,3,0,1,1,462
1234,very_masculine,somewhat_important,employed,True,straight,white,high_school,west,1234,1077,1070,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,3,5,9,3,1,1,1,2,3,0,1,1,205
1235,very_masculine,very_important,employed,True,straight,not_white,high_school,northeast,1235,1078,1071,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,1,0,1,0,3,0,1,0,0,0,0,2,3,0,1,1,463
1236,somewhat_masculine,not_too_important,not_employed,True,straight,white,high_school,west,1236,1079,1072,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,5,0,3,1,1,1,1,1,0,1,1,331
1237,somewhat_masculine,not_at_all_important,employed,True,straight,not_white,college_graduate,west,1237,1080,1073,0,3,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,0,3,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,2,1,0,0,1,4,0,5,6,3,3,0,2,0,0,0,1,1,287
1238,not_very_masculine,somewhat_important,employed,True,straight,white,college_graduate,west,1238,1081,1074,3,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,1,0,17,9,3,3,1,1,0,0,0,1,1,82
1239,somewhat_masculine,somewhat_important,employed,False,straight,white,college_graduate,west,1239,1082,1074,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,3,0,0,2,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,1,0,17,5,3,0,1,1,0,0,0,0,1,155
1240,somewhat_masculine,somewhat_important,employed,True,straight,white,high_school,southeast,1240,1083,1075,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,1,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,1,1,3,22,1,4,4,1,1,2,3,0,1,1,464
1241,somewhat_masculine,somewhat_important,employed,False,straight,white,high_school,west,1241,1084,1076,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,1,1,17,5,3,4,1,1,1,1,0,0,1,161
1242,not_very_masculine,somewhat_important,not_employed,True,straight,white,graduate,southeast,1242,1085,1077,3,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,3,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,1,2,22,7,4,4,1,1,0,2,0,1,1,53
1244,very_masculine,not_at_all_important,employed,True,straight,white,college_graduate,northeast,1244,1087,1079,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,3,0,1,0,1,1,0,37,7,6,0,1,1,0,0,0,1,1,92
1245,very_masculine,somewhat_important,employed,True,straight,white,high_school,midwest,1245,1088,1080,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,2,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,1,33,3,2,0,1,1,1,1,0,1,1,55
1246,very_masculine,very_important,employed,True,straight,white,college_graduate,southeast,1246,1089,1081,1,2,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,1,4,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,0,32,9,4,0,1,1,0,0,0,1,1,195
1247,somewhat_masculine,somewhat_important,employed,False,straight,white,high_school,northeast,1247,1090,1082,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,3,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2,0,0,1,1,1,1,16,0,0,0,1,1,1,1,0,0,1,315
1248,somewhat_masculine,somewhat_important,not_employed,False,straight,white,high_school,northeast,1248,1091,1083,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,15,7,1,0,1,1,1,1,0,0,1,70
1249,not_very_masculine,not_too_important,employed,False,straight,white,graduate,southeast,1249,1092,1084,3,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,2,0,0,1,1,1,2,7,9,4,0,1,1,0,2,0,0,1,297
1250,somewhat_masculine,somewhat_important,employed,True,straight,white,high_school,northeast,1250,1093,1085,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,4,1,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,2,0,1,0,1,1,1,38,9,6,0,1,1,1,1,0,1,1,465
1251,somewhat_masculine,not_too_important,employed,False,straight,white,high_school,midwest,1251,1093,1086,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,1,1,1,34,8,1,0,1,1,1,1,0,0,1,114
1252,very_masculine,not_at_all_important,employed,True,straight,not_white,college_graduate,southeast,1252,1094,1087,1,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,3,1,0,0,1,2,0,32,9,4,0,0,2,0,0,0,1,1,466
1253,somewhat_masculine,somewhat_important,employed,True,straight,white,college_graduate,southeast,1253,1095,1088,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,1,0,1,1,0,32,2,4,0,1,1,0,0,0,1,1,348
1254,somewhat_masculine,somewhat_important,employed,True,straight,white,high_school,midwest,1254,1096,1089,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,0,1,1,1,44,6,1,0,1,1,1,1,0,1,1,146
1255,somewhat_masculine,somewhat_important,employed,False,bisexual,white,college_graduate,southwest,1255,1097,1090,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,2,2,0,0,1,3,1,0,40,9,7,0,1,1,0,0,0,0,0,457
1256,very_masculine,not_at_all_important,employed,True,straight,white,college_graduate,midwest,1256,1098,1091,1,3,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,2,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,3,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,1,0,11,6,2,0,1,1,0,0,0,1,1,467
1257,very_masculine,somewhat_important,employed,False,straight,white,college_graduate,southeast,1257,1099,1092,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,2,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,2,0,3,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,8,3,4,4,1,1,0,0,0,0,1,12
1258,somewhat_masculine,somewhat_important,employed,False,straight,white,college_graduate,northeast,1258,1100,1093,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,1,3,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,27,7,4,0,1,1,0,0,0,0,1,448
1259,very_masculine,not_too_important,not_employed,False,straight,white,high_school,northeast,1259,1101,1093,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,37,3,6,4,1,1,1,1,0,0,1,465
1260,very_masculine,not_too_important,employed,False,straight,white,high_school,midwest,1260,1102,1094,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,1,1,1,21,3,2,1,1,1,1,1,0,0,1,96
1261,very_masculine,not_too_important,employed,True,straight,white,high_school,midwest,1261,1103,1095,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,2,1,0,0,1,1,5,11,9,2,0,1,1,1,1,0,1,1,334
1262,somewhat_masculine,very_important,employed,True,straight,not_white,high_school,southeast,1262,1104,1096,0,2,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,0,1,0,5,8,1,4,0,0,0,1,1,0,1,1,468
1263,somewhat_masculine,not_too_important,employed,True,straight,not_white,college_graduate,midwest,1263,1105,1092,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,2,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,2,1,0,0,1,3,0,1,5,1,0,0,3,0,0,0,1,1,469
1264,somewhat_masculine,not_too_important,employed,True,straight,white,college_graduate,northeast,1264,1106,1097,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,1,0,16,2,0,0,1,1,0,0,0,1,1,454
1265,not_very_masculine,somewhat_important,employed,False,straight,white,high_school,northeast,1265,1107,1098,3,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,0,0,1,1,1,3,27,3,4,0,1,1,2,3,0,0,1,361
1266,very_masculine,very_important,employed,True,straight,white,high_school,southeast,1266,1108,1099,1,2,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,2,1,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,5,24,3,9,0,1,1,1,1,0,1,1,143
1267,somewhat_masculine,not_too_important,not_employed,True,straight,white,college_graduate,southeast,1267,1109,1100,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,1,0,8,1,4,0,1,1,0,0,1,1,1,18
1268,somewhat_masculine,not_too_important,employed,True,straight,white,high_school,northeast,1268,1110,1101,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,1,5,9,3,6,1,1,1,1,1,0,1,1,470
1269,somewhat_masculine,not_too_important,employed,True,straight,white,high_school,southeast,1269,1111,1101,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,0,0,1,1,5,8,9,4,0,1,1,1,1,0,1,1,156
1270,very_masculine,not_at_all_important,employed,True,straight,white,college_graduate,southeast,1270,1112,1102,1,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,1,0,1,1,0,22,5,4,0,1,1,0,0,0,1,1,311
1271,somewhat_masculine,not_too_important,employed,False,straight,white,college_graduate,west,1271,1113,1103,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,1,1,0,13,9,7,0,1,1,0,0,0,0,1,326
1272,somewhat_masculine,not_too_important,employed,True,straight,white,college_graduate,northeast,1272,1114,1104,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,1,1,0,15,2,0,0,1,1,0,0,0,1,1,442
1273,not_very_masculine,somewhat_important,employed,True,straight,white,graduate,southeast,1273,1115,1105,3,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,1,1,3,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,1,1,2,24,6,9,3,1,1,0,2,0,1,1,471
1274,somewhat_masculine,very_important,employed,True,straight,white,high_school,midwest,1274,1116,1106,0,2,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,2,0,1,0,1,1,5,12,2,2,0,1,1,1,1,0,1,1,472
1275,very_masculine,not_too_important,employed,False,straight,white,high_school,west,1275,1117,1107,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,2,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,6,7,3,0,1,1,2,3,0,0,1,49
